doc_id,doc_title,version,filename,is_current,checksum,notes
DOC01,Data science feild details Doc01,20251014,1_raw_pdfs/Data_science_feild_details_Doc01.pdf,True,da8cb67208a386bb3fbf018fb57728c429f190a5ad86f083c23d7c4458e313da,initial import
DOC02,Data scientist EC details Doc02,20251014,1_raw_pdfs/Data_scientist_EC_details_Doc02.pdf,True,f4f8b362107d700ecf8bc7f5be5011e7b91205869773789ecbecc2430351a235,initial import
DOC03,Data scientist skill details Doc03,20251014,1_raw_pdfs/Data_scientist_skill_details_Doc03.pdf,True,dcf4bfbe8233e3035a40f351503b3e4662e493af825c962a5240ccdc6855576d,initial import
DOC04,Insight details Doc04,20251014,1_raw_pdfs/Insight_details_Doc04.pdf,True,d4c585da173b90ccec6aef26cf3fc691f9a77ab53054f51fbf3b21dcd0de20ba,initial import
DOC05,RelativityAi function Doc06,20251014,1_raw_pdfs/RelativityAi_function_Doc06.pdf,True,4d680b55cf296d8c09e7010648e13cde9d7e55a9de93f79478dab4d870dc260b,initial import
DOC06,problem planning Doc05,20251014,1_raw_pdfs/problem_planning_Doc05.pdf,True,9ac37acdfea0e5e856cee8a4336090e68f77f9b818013c15b9e7f40ce8405b73,initial import


